"DateObserved","CommonName","TotalObserved","MortBin","patch_name","Long","Lat","Source"
2022-07-29,"Common Murre",1,"1–10","Patch4",-53.9595,49.45189,"Observed"
2022-07-29,"Common Murre",1,"1–10","Patch4",-53.9519,49.45204,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.93,49.4418,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.5167,49.23333,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.57718,49.0748,"Observed"
2022-07-29,"Northern Gannet",6,"1–10","Patch4",-53.599,49.29494,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.9595,49.45189,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.9304109,49.4428806,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.9303733,49.4427212,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch4",-53.58,49.07,"Observed"
2022-07-29,"Northern Gannet",1,"1–10","Patch5",-55.4783,51.50476,"Observed"
2022-07-29,"Common Murre",1,"1–10","Patch6",-59.31022,47.66385,"Observed"
2022-07-30,"Common Murre",9,"1–10","Patch1",-54.15811,46.96008,"Observed"
2022-07-30,"Common Murre",4,"1–10","Patch1",-53.95038,46.8801,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch1",-54.15811,46.96008,"Observed"
2022-07-30,"Common Murre",15,"10–50","Patch2",-53.3603,46.73612,"Observed"
2022-07-30,"Common Murre",9,"1–10","Patch2",-53.7482,46.83341,"Observed"
2022-07-30,"Common Murre",96,"50–100","Patch2",-53.38233,46.72467,"Observed"
2022-07-30,"Common Murre",15,"10–50","Patch2",-53.38233,46.72467,"Observed"
2022-07-30,"Common Murre",2,"1–10","Patch2",-53.61425,46.8708,"Observed"
2022-07-30,"Common Murre",6,"1–10","Patch2",-52.9502,47.0965,"Observed"
2022-07-30,"Common Murre",2,"1–10","Patch2",-53.3603,46.73612,"Observed"
2022-07-30,"Common Murre",2,"1–10","Patch2",-53.38233,46.72467,"Observed"
2022-07-30,"Northern Gannet",5,"1–10","Patch2",-53.3603,46.73612,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch2",-53.7482,46.83341,"Observed"
2022-07-30,"Northern Gannet",5,"1–10","Patch2",-53.38233,46.72467,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch2",-53.3712447,46.7264782,"Observed"
2022-07-30,"Common Murre",2,"1–10","Patch3",-53.6404,48.03467,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch3",-53.03202,48.625,"Observed"
2022-07-30,"Common Murre",2,"1–10","Patch3",-53.64029,48.03469,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch3",-53.6404,48.03467,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch3",-53.6404,48.03467,"Observed"
2022-07-30,"Northern Gannet",2,"1–10","Patch3",-53.64029,48.03469,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch3",-53.27993,47.58385,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch3",-52.89629,48.08512,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch3",-53.2799,47.58205,"Observed"
2022-07-30,"Common Murre",50,"10–50","Patch4",-53.51658,49.23364,"Observed"
2022-07-30,"Common Murre",2,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-07-30,"Common Murre",11,"10–50","Patch4",-53.577,49.07472,"Observed"
2022-07-30,"Common Murre",3,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.599,49.29494,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.1721,48.74788,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.5012,49.246,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.58,49.07,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.58,49.07,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.73,48.64,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.73,48.64,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.73,48.64,"Observed"
2022-07-30,"Common Murre",1,"1–10","Patch4",-53.73,48.64,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch4",-53.5569,49.14814,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch4",-53.599,49.29494,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch4",-53.1721,48.74788,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch4",-53.592631,49.299591,"Observed"
2022-07-30,"Northern Gannet",1,"1–10","Patch4",-53.81268,49.394803,"Observed"
2022-07-30,"Northern Gannet",4,"1–10","Patch4",-53.5145,49.203,"Observed"
2022-07-30,"Northern Gannet",6,"1–10","Patch6",-57.3511,50.70291,"Observed"
2022-07-31,"Common Murre",1,"1–10","Patch1",-54.11675,47.03362,"Observed"
2022-07-31,"Common Murre",135,"100–500","Patch1",-54.08388,46.81375,"Observed"
2022-07-31,"Northern Gannet",1,"1–10","Patch1",-54.11675,47.03362,"Observed"
2022-07-31,"Northern Gannet",25,"10–50","Patch1",-54.08388,46.81375,"Observed"
2022-07-31,"Common Murre",1,"1–10","Patch2",-53.2464,46.67028,"Observed"
2022-07-31,"Common Murre",9,"1–10","Patch2",-53.2547,46.71414,"Observed"
2022-07-31,"Common Murre",13,"10–50","Patch2",-53.3603,46.73612,"Observed"
2022-07-31,"Northern Gannet",11,"10–50","Patch2",-53.2547,46.71414,"Observed"
2022-07-31,"Common Murre",1,"1–10","Patch3",-53.1539,48.656,"Observed"
2022-07-31,"Common Murre",1,"1–10","Patch4",-53.52,49.23,"Observed"
2022-07-31,"Northern Gannet",1,"1–10","Patch4",-53.4979,49.26129,"Observed"
2022-07-31,"Northern Gannet",1,"1–10","Patch4",-53.52,49.23,"Observed"
2022-08-01,"Common Murre",135,"100–500","Patch1",-54.08388,46.81375,"Observed"
2022-08-01,"Northern Gannet",7,"1–10","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-01,"Northern Gannet",22,"10–50","Patch1",-54.08388,46.81375,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch2",-52.820085,47.245739,"Observed"
2022-08-01,"Northern Gannet",1,"1–10","Patch2",-53.6346154,46.7878286,"Observed"
2022-08-01,"Northern Gannet",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-08-01,"Common Murre",11,"10–50","Patch4",-53.7527802,48.6526435,"Observed"
2022-08-01,"Common Murre",11,"10–50","Patch4",-53.577,49.07472,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch4",-53.7799,49.57984,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch4",-53.58,49.07,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch4",-53.58,49.07,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch4",-53.58,49.07,"Observed"
2022-08-01,"Northern Gannet",15,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-01,"Northern Gannet",2,"1–10","Patch4",-53.7527802,48.6526435,"Observed"
2022-08-01,"Northern Gannet",1,"1–10","Patch4",-53.57718,49.0748,"Observed"
2022-08-01,"Northern Gannet",1,"1–10","Patch4",-53.7799,49.57984,"Observed"
2022-08-01,"Northern Gannet",1,"1–10","Patch4",-53.1721,48.74788,"Observed"
2022-08-01,"Northern Gannet",2,"1–10","Patch5",-55.58537,52.27448,"Observed"
2022-08-01,"Common Murre",1,"1–10","Patch6",-59.25679,47.63479,"Observed"
2022-08-01,"Northern Gannet",1,"1–10","Patch6",-57.959525,49.6803133,"Observed"
2022-08-02,"Common Murre",1,"1–10","Patch1",-54.20663,46.82106,"Observed"
2022-08-02,"Northern Gannet",9,"1–10","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.1852,46.91544,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.19583,46.9046,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.21652,46.88801,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.19736,46.81895,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.19736,46.81895,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.19736,46.81895,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.19736,46.81895,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.20614,46.81991,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.20663,46.82106,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch1",-54.20241,46.85406,"Observed"
2022-08-02,"Common Murre",3,"1–10","Patch2",-52.8246709,47.2420028,"Observed"
2022-08-02,"Common Murre",6,"1–10","Patch2",-52.839185,47.247007,"Observed"
2022-08-02,"Northern Gannet",2,"1–10","Patch2",-52.8246709,47.2420028,"Observed"
2022-08-02,"Common Murre",7,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-02,"Common Murre",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-02,"Northern Gannet",22,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-02,"Northern Gannet",1,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-08-02,"Northern Gannet",7,"1–10","Patch4",-53.8715467,49.5093968,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch4",-53.8543,49.43887,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch4",-53.8543,49.43887,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch4",-53.58,49.07,"Observed"
2022-08-02,"Northern Gannet",1,"1–10","Patch5",-56.7332,51.5705,"Observed"
2022-08-03,"Northern Gannet",15,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-03,"Common Murre",1,"1–10","Patch2",-52.816272,47.207594,"Observed"
2022-08-03,"Common Murre",1,"1–10","Patch2",-52.839185,47.247007,"Observed"
2022-08-03,"Common Murre",2,"1–10","Patch2",-52.835573,47.244767,"Observed"
2022-08-03,"Common Murre",1,"1–10","Patch2",-52.8325,47.2827,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch2",-52.8891144,47.0283661,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch2",-52.81347,47.188,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch2",-52.9112,46.97032,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch3",-53.6404,48.03467,"Observed"
2022-08-03,"Common Murre",7,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-03,"Common Murre",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-03,"Common Murre",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-03,"Common Murre",1,"1–10","Patch4",-54.1404,49.66902,"Observed"
2022-08-03,"Common Murre",1,"1–10","Patch4",-53.6115,49.30853,"Observed"
2022-08-03,"Common Murre",1,"1–10","Patch4",-53.6115,49.30853,"Observed"
2022-08-03,"Northern Gannet",19,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-03,"Northern Gannet",2,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-03,"Northern Gannet",2,"1–10","Patch4",-54.1404,49.66902,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch4",-53.6115,49.30853,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch4",-53.6115,49.30853,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch6",-57.9646117,49.6829833,"Observed"
2022-08-03,"Northern Gannet",1,"1–10","Patch6",-57.9646806,49.6830278,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch1",-54.19466,46.94321,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch1",-54.16995,46.98958,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch1",-54.1727,46.9821,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch1",-54.17991,46.97066,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch1",-54.19536,46.9338,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch1",-54.18878,46.90612,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch1",-54.17738,46.918358,"Observed"
2022-08-04,"Common Murre",123,"100–500","Patch1",-54.0877976,46.8105,"Observed"
2022-08-04,"Common Murre",10,"1–10","Patch1",-54.0877976,46.8105,"Observed"
2022-08-04,"Northern Gannet",17,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-04,"Northern Gannet",1,"1–10","Patch1",-54.19059,46.96476,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch1",-54.16812,46.99824,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch1",-54.18789,46.91425,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch1",-54.19972,46.90387,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch1",-54.19972,46.90387,"Observed"
2022-08-04,"Northern Gannet",40,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch1",-54.1922046,46.823281,"Observed"
2022-08-04,"Common Murre",28,"10–50","Patch2",-53.26,46.684411,"Observed"
2022-08-04,"Common Murre",2,"1–10","Patch2",-53.26,46.684411,"Observed"
2022-08-04,"Common Murre",36,"10–50","Patch2",-53.26,46.684411,"Observed"
2022-08-04,"Northern Gannet",6,"1–10","Patch2",-53.26,46.684411,"Observed"
2022-08-04,"Northern Gannet",8,"1–10","Patch2",-53.26,46.684411,"Observed"
2022-08-04,"Common Murre",25,"10–50","Patch3",-53.0849,48.49774,"Observed"
2022-08-04,"Common Murre",2,"1–10","Patch4",-53.6899,49.35108,"Observed"
2022-08-04,"Common Murre",16,"10–50","Patch4",-54.6074,49.64397,"Observed"
2022-08-04,"Common Murre",4,"1–10","Patch4",-54.6074,49.64397,"Observed"
2022-08-04,"Common Murre",2,"1–10","Patch4",-53.7127,48.5753,"Observed"
2022-08-04,"Common Murre",3,"1–10","Patch4",-53.7127,48.5753,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch4",-53.8730411,49.5271564,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch4",-53.700263,49.345484,"Observed"
2022-08-04,"Common Murre",1,"1–10","Patch4",-53.700263,49.345484,"Observed"
2022-08-04,"Northern Gannet",28,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-04,"Northern Gannet",12,"10–50","Patch4",-53.7,49.33492,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-08-04,"Northern Gannet",8,"1–10","Patch4",-53.6899,49.35108,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch4",-54.6074,49.64397,"Observed"
2022-08-04,"Northern Gannet",2,"1–10","Patch4",-53.7127,48.5753,"Observed"
2022-08-04,"Northern Gannet",2,"1–10","Patch4",-53.7127,48.5753,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch4",-53.8730411,49.5271564,"Observed"
2022-08-04,"Northern Gannet",1,"1–10","Patch4",-53.700263,49.345484,"Observed"
2022-08-04,"Common Murre",28,"10–50","Patch5",-56.78288,51.2008,"Observed"
2022-08-04,"Common Murre",36,"10–50","Patch5",-56.78288,51.2008,"Observed"
2022-08-04,"Common Murre",2,"1–10","Patch5",-56.78288,51.2008,"Observed"
2022-08-04,"Northern Gannet",6,"1–10","Patch5",-56.78288,51.2008,"Observed"
2022-08-04,"Northern Gannet",8,"1–10","Patch5",-56.78288,51.2008,"Observed"
2022-08-05,"Common Murre",97,"50–100","Patch1",-54.08388,46.81375,"Observed"
2022-08-05,"Common Murre",50,"10–50","Patch1",-53.6633,47.15182,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch1",-53.9887,47.75744,"Observed"
2022-08-05,"Common Murre",12,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch1",-54.0853863,46.8099362,"Observed"
2022-08-05,"Common Murre",3,"1–10","Patch1",-54.08388,46.81375,"Observed"
2022-08-05,"Northern Gannet",17,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-05,"Northern Gannet",50,"10–50","Patch1",-54.1846,46.8223,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch1",-54.0878339,46.8098526,"Observed"
2022-08-05,"Northern Gannet",25,"10–50","Patch1",-54.08388,46.81375,"Observed"
2022-08-05,"Northern Gannet",43,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch3",-53.065,48.53721,"Observed"
2022-08-05,"Northern Gannet",2,"1–10","Patch3",-53.1118,48.65334,"Observed"
2022-08-05,"Northern Gannet",2,"1–10","Patch3",-53.065,48.53721,"Observed"
2022-08-05,"Northern Gannet",10,"1–10","Patch3",-53.1118,48.65334,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch4",-53.8542,49.54149,"Observed"
2022-08-05,"Common Murre",29,"10–50","Patch4",-53.577,49.07472,"Observed"
2022-08-05,"Common Murre",5,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-05,"Common Murre",2,"1–10","Patch4",-53.59849,49.29533,"Observed"
2022-08-05,"Common Murre",2,"1–10","Patch4",-53.49496,49.23485,"Observed"
2022-08-05,"Common Murre",2,"1–10","Patch4",-53.6696,48.93568,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch4",-53.6115,49.30853,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch4",-53.603301,49.2960001,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch4",-53.603301,49.2960001,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch4",-53.5157458,49.2336346,"Observed"
2022-08-05,"Common Murre",1,"1–10","Patch4",-53.5157458,49.2336346,"Observed"
2022-08-05,"Northern Gannet",31,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-05,"Northern Gannet",3,"1–10","Patch4",-53.8542,49.54149,"Observed"
2022-08-05,"Northern Gannet",2,"1–10","Patch4",-53.8542,49.54149,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-05,"Northern Gannet",3,"1–10","Patch4",-53.6899,49.35108,"Observed"
2022-08-05,"Northern Gannet",2,"1–10","Patch4",-53.59849,49.29533,"Observed"
2022-08-05,"Northern Gannet",3,"1–10","Patch4",-53.49495,49.23485,"Observed"
2022-08-05,"Northern Gannet",30,"10–50","Patch4",-53.5167,49.23333,"Observed"
2022-08-05,"Northern Gannet",8,"1–10","Patch4",-53.5569,49.14814,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.6115,49.30853,"Observed"
2022-08-05,"Northern Gannet",2,"1–10","Patch4",-54.05,49.4667,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.6905834,49.3507975,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.6905834,49.3507975,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.6905834,49.3507975,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.603301,49.2960001,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.603301,49.2960001,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.5157458,49.2336346,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.5157458,49.2336346,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch4",-53.603301,49.2960001,"Observed"
2022-08-05,"Northern Gannet",1,"1–10","Patch5",-56.1218,50.87049,"Observed"
2022-08-05,"Northern Gannet",2,"1–10","Patch7",-55.4204,46.87839,"Observed"
2022-08-06,"Common Murre",1,"1–10","Patch1",-54.1864,46.90766,"Observed"
2022-08-06,"Northern Gannet",14,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-06,"Common Murre",1,"1–10","Patch2",-52.8246709,47.2420028,"Observed"
2022-08-06,"Northern Gannet",1,"1–10","Patch2",-53.2229,47.45427,"Observed"
2022-08-06,"Common Murre",30,"10–50","Patch3",-53.26614,48.37007,"Observed"
2022-08-06,"Common Murre",2,"1–10","Patch3",-53.0476,48.6347,"Observed"
2022-08-06,"Northern Gannet",4,"1–10","Patch3",-53.26614,48.37007,"Observed"
2022-08-06,"Northern Gannet",17,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-06,"Northern Gannet",1,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-08-06,"Northern Gannet",2,"1–10","Patch4",-54.1404,49.66902,"Observed"
2022-08-07,"Northern Gannet",11,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-07,"Common Murre",8,"1–10","Patch3",-53.3259,48.3921,"Observed"
2022-08-07,"Common Murre",1,"1–10","Patch3",-53.3573389,48.3666333,"Observed"
2022-08-07,"Northern Gannet",27,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-07,"Northern Gannet",1,"1–10","Patch4",-53.6115,49.30853,"Observed"
2022-08-08,"Common Murre",130,"100–500","Patch1",-54.0877976,46.8105,"Observed"
2022-08-08,"Common Murre",8,"1–10","Patch1",-54.0877976,46.8105,"Observed"
2022-08-08,"Northern Gannet",15,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-08,"Northern Gannet",6,"1–10","Patch1",-53.53557,47.17471,"Observed"
2022-08-08,"Northern Gannet",52,"50–100","Patch1",-54.0877976,46.8105,"Observed"
2022-08-08,"Common Murre",2,"1–10","Patch2",-52.9207,47.37869,"Observed"
2022-08-08,"Northern Gannet",2,"1–10","Patch2",-52.8364,47.2457,"Observed"
2022-08-08,"Common Murre",15,"10–50","Patch3",-53.31,48.39185,"Observed"
2022-08-08,"Common Murre",30,"10–50","Patch3",-53.2659,48.36857,"Observed"
2022-08-08,"Common Murre",7,"1–10","Patch3",-53.3276,48.39661,"Observed"
2022-08-08,"Common Murre",1,"1–10","Patch3",-53.3276,48.39661,"Observed"
2022-08-08,"Common Murre",7,"1–10","Patch3",-53.0134,48.61898,"Observed"
2022-08-08,"Common Murre",1,"1–10","Patch3",-53.0314,48.6246,"Observed"
2022-08-08,"Northern Gannet",4,"1–10","Patch3",-53.31,48.39185,"Observed"
2022-08-08,"Northern Gannet",4,"1–10","Patch3",-53.2659,48.36857,"Observed"
2022-08-08,"Northern Gannet",1,"1–10","Patch3",-53.3276,48.39661,"Observed"
2022-08-08,"Northern Gannet",5,"1–10","Patch3",-53.3259,48.3921,"Observed"
2022-08-08,"Northern Gannet",1,"1–10","Patch3",-53.0314,48.6246,"Observed"
2022-08-08,"Northern Gannet",36,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-08,"Northern Gannet",2,"1–10","Patch4",-54.4084,49.67239,"Observed"
2022-08-09,"Northern Gannet",16,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-09,"Northern Gannet",1,"1–10","Patch2",-52.84,47.2449,"Observed"
2022-08-09,"Northern Gannet",1,"1–10","Patch2",-52.841,47.2449,"Observed"
2022-08-09,"Common Murre",1,"1–10","Patch3",-53.4091,48.3041,"Observed"
2022-08-09,"Northern Gannet",26,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-09,"Northern Gannet",1,"1–10","Patch4",-53.5328,49.27451,"Observed"
2022-08-09,"Northern Gannet",1,"1–10","Patch4",-53.431,49.254,"Observed"
2022-08-10,"Common Murre",3,"1–10","Patch1",-54.0877976,46.8105,"Observed"
2022-08-10,"Northern Gannet",19,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-10,"Northern Gannet",1,"1–10","Patch1",-53.7676,47.63447,"Observed"
2022-08-10,"Common Murre",4,"1–10","Patch3",-53.08,48.4977,"Observed"
2022-08-10,"Common Murre",12,"10–50","Patch3",-53.11205,48.65539,"Observed"
2022-08-10,"Common Murre",15,"10–50","Patch3",-53.29841,48.38368,"Observed"
2022-08-10,"Common Murre",10,"1–10","Patch3",-53.0189,48.53717,"Observed"
2022-08-10,"Common Murre",4,"1–10","Patch3",-53.0849,48.4977,"Observed"
2022-08-10,"Common Murre",1,"1–10","Patch3",-53.7446344,48.1536851,"Observed"
2022-08-10,"Common Murre",1,"1–10","Patch3",-53.745245,48.1544244,"Observed"
2022-08-10,"Northern Gannet",1,"1–10","Patch3",-53.07627,47.87787,"Observed"
2022-08-10,"Northern Gannet",1,"1–10","Patch3",-53.29841,48.38368,"Observed"
2022-08-10,"Northern Gannet",1,"1–10","Patch3",-53.7445893,48.1535931,"Observed"
2022-08-10,"Northern Gannet",1,"1–10","Patch3",-53.09,47.86,"Observed"
2022-08-10,"Common Murre",7,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-08-10,"Northern Gannet",38,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-10,"Northern Gannet",1,"1–10","Patch4",-53.56292,49.27629,"Observed"
2022-08-10,"Northern Gannet",9,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-08-10,"Northern Gannet",2,"1–10","Patch5",-55.58551,52.27545,"Observed"
2022-08-11,"Northern Gannet",20,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-11,"Northern Gannet",71,"50–100","Patch2",-53.6368,46.8003,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch2",-52.8364,47.2457,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch2",-53.1247,47.38496,"Observed"
2022-08-11,"Common Murre",23,"10–50","Patch3",-53.31,48.3895682,"Observed"
2022-08-11,"Common Murre",13,"10–50","Patch3",-53.3259,48.39211,"Observed"
2022-08-11,"Common Murre",1,"1–10","Patch3",-53.4091,48.3041,"Observed"
2022-08-11,"Common Murre",23,"10–50","Patch3",-53.3259,48.3921,"Observed"
2022-08-11,"Common Murre",20,"10–50","Patch3",-53.0417,48.6384,"Observed"
2022-08-11,"Northern Gannet",3,"1–10","Patch3",-53.31,48.3895682,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch3",-53.28,47.6128,"Observed"
2022-08-11,"Northern Gannet",3,"1–10","Patch3",-53.3259,48.39211,"Observed"
2022-08-11,"Northern Gannet",3,"1–10","Patch3",-52.7107,47.64318,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch3",-53.7469,48.15461,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch3",-53.1076,47.84674,"Observed"
2022-08-11,"Northern Gannet",3,"1–10","Patch3",-53.3259,48.3921,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch3",-53.2794,47.6128,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch3",-53.24,47.55,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch3",-53.09,47.89,"Observed"
2022-08-11,"Common Murre",1,"1–10","Patch4",-53.9069,48.9879,"Observed"
